Segment_ID,Road_Segment_Name,Road_Type,Intersection,Speed_Sign,Traffic_Light,Liquor_Licenses,Supermarket,Primary_School,Secondary_School,Commercial_Area,Industrial_Area,Residential_Area,Parkland_Area,Primary_Production_Area,Dwelling_Sep_House,Dwelling_Semid_Tce,Dwelling_Flat_Unit_Apart,SEIFA,Age_Less_Than_15yrs,Age_15_24yrs,Age_25_44yrs,Age_45_64yrs,Age_65yrs_Over,Couple_No_Children,Couple_With_Children,Single_Parent,No_Car,Cars_One,Cars_Two_Over,Zone_Type
17112,OLD COACH ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.994,0.006,0,0.973,0,,1050,0.199,0.091,0.182,0.354,0.174,0.482,0.42,0.111,0,0.33,0.642,Standard Zone
13770,DARNUM-ALLAMBEE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.59,0,0.41,1,0,0,979,0.249,0.127,0.239,0.273,0.112,0.29,0.57,0.14,0.022,0.202,0.709,Standard Zone
12702,CALWAY STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.977,0.023,0,0.957,0.017,0.026,993,0.248,0.104,0.269,0.206,0.173,0.411,0.463,0.142,0.013,0.302,0.634,Standard Zone
16248,MONKS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.639,0.361,0,1,0,0,1009,0.218,0.139,0.225,0.333,0.085,0.285,0.583,0.076,0,0.2,0.765,Standard Zone
5370,EVANS STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.599,0.401,0,0.906,0.066,0,1038,0.183,0.07,0.183,0.315,0.249,0.483,0.384,0.119,0.057,0.368,0.536,Standard Zone
6944,PHILLIP ISLAND ROAD,ROAD,Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1048,0.122,0.103,0.16,0.365,0.25,0.61,0.342,0,0,0.231,0.769,Red Zone
3796,HARDING STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.986,0.014,0,1,0,0,903,0.145,0.097,0.208,0.339,0.211,0.503,0.289,0.201,0.021,0.324,0.593,Standard Zone
5402,BOWMAN STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.882,0.118,0,1,0,0,934,0.131,0.081,0.163,0.327,0.299,0.597,0.234,0.144,0.03,0.348,0.58,Standard Zone
454,GREENDALE-TRENTHAM ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,0.611,0.041,0,1,0,0,998,0.168,0.063,0.286,0.322,0.161,0.455,0.364,0.227,0.055,0.373,0.546,Standard Zone
12698,BAYLEYS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1035,0.203,0.072,0.176,0.341,0.207,0.524,0.405,0.048,0,0.156,0.817,Standard Zone
1112,DICKSON STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,0.897,0.103,0,975,0.176,0.131,0.263,0.267,0.164,0.371,0.543,0.121,0.098,0.359,0.511,Standard Zone
6154,PEARSE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,0.979,0,0.021,1068,0.13,0.102,0.15,0.379,0.24,0.455,0.356,0.149,0,0.359,0.578,Standard Zone
7630,OTWAY STREET,STREET,non-Intersection,0,0,0,0,0,0,0.005,0,0.822,0.054,0,0.746,0.059,0.123,1037,0.122,0.059,0.229,0.27,0.321,0.576,0.303,0.076,0.069,0.429,0.461,Standard Zone
10082,WOODLANDS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,996,0.222,0.114,0.225,0.332,0.107,0.358,0.494,0.173,0,0.221,0.747,Standard Zone
9428,MILLBROOK-EGERTON ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.974,0,0.026,997,0.176,0.126,0.187,0.338,0.173,0.344,0.438,0.156,0,0.164,0.812,Standard Zone
16146,WESTERN FREEWAY,FREEWAY,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1025,0.175,0.099,0.222,0.326,0.178,0.441,0.514,0.099,0,0.143,0.827,Standard Zone
290,BURNT MILL ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1042,0.145,0.131,0.209,0.348,0.167,0.457,0.424,0.054,0,0.122,0.852,Standard Zone
9568,WADDELL ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1040,0.192,0.156,0.177,0.333,0.141,0.391,0.533,0.065,0,0.122,0.879,Standard Zone
11394,WALHALLA ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,,,,,0.969,0,,938,0.145,0.072,0.163,0.404,0.217,0.5,0.372,0.077,0.067,0.215,0.696,Standard Zone
11680,ALCORN ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.963,0,,1030,0.193,0.137,0.206,0.326,0.137,0.333,0.551,0.116,0,0.145,0.855,Standard Zone
19946,POWLETT STREET,STREET,non-Intersection,0,0,1,0,0,0,0,0,0.662,0.081,0.257,0.97,0,,892,0.229,0.124,0.295,0.248,0.105,0.349,0.389,0.238,0.015,0.393,0.526,Standard Zone
16968,INGLIS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,,,0.829,0.949,0,,997,0.205,0.141,0.194,0.318,0.142,0.313,0.538,0.113,0.015,0.215,0.75,Standard Zone
11572,COLIN ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,0.956,0.025,,1019,0.142,0.125,0.149,0.352,0.234,0.488,0.378,0.158,0,0.248,0.733,Standard Zone
2172,SLATE QUARRY ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1022,0.167,0.073,0.162,0.432,0.167,0.452,0.425,0.096,0,0.196,0.772,Standard Zone
6720,HALLWAY DRIVE,DRIVE,non-Intersection,0,0,0,0,0,0,0,0,0.682,0,0.318,1,0,0,912,0.193,0.092,0.203,0.369,0.143,0.386,0.416,0.218,0,0.372,0.628,Standard Zone
6480,BAMBRA ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0.901,0.099,0,0.979,0,0.021,1068,0.13,0.102,0.15,0.379,0.24,0.455,0.356,0.149,0,0.359,0.578,Standard Zone
17612,GROSSARD POINT ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.336,0,0.664,1,0,0,1015,0.125,0.043,0.128,0.345,0.359,0.595,0.329,0.038,0,0.449,0.517,Standard Zone
14772,STEIGLITZ STREET,STREET,non-Intersection,0,0,0,0,0,0,,0,0.887,0,0,1,0,0,947,0.217,0.112,0.234,0.269,0.168,0.394,0.465,0.142,0.036,0.38,0.548,Standard Zone
18712,CRAIG STREET,STREET,non-Intersection,0,0,3,0,0,0,0.097,0,0.903,0,0,0.759,0.09,0.115,984,0.145,0.092,0.192,0.289,0.282,0.433,0.346,0.164,0.115,0.416,0.428,Standard Zone
12314,CHRISTIES ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1062,0.209,0.108,0.172,0.336,0.175,0.61,0.403,0.078,0,0.131,0.869,Standard Zone
13130,CLIFFORD STREET,STREET,Intersection,0,0,0,0,0,0,0,0,1,0,0,0.476,0.236,0.288,852,0.126,0.126,0.205,0.267,0.276,0.448,0.248,0.257,0.152,0.408,0.34,Standard Zone
2416,MEREDITH-STEIGLITZ ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.582,0.418,1,0,0,1017,0.191,0.08,0.206,0.338,0.186,0.461,0.426,0.044,0.022,0.125,0.831,Standard Zone
15466,HOPETOUN ROAD,ROAD,Intersection,1,0,0,0,0,0,0.134,0,0.866,0,0,0.681,0.057,0.262,898,0.118,0.046,0.114,0.2,0.522,0.524,0.321,0.191,0.064,0.504,0.397,Red Zone
14742,ATKINSON STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.91,0,0.09,0.951,0,0.049,931,0.237,0.081,0.294,0.265,0.123,0.4,0.436,0.109,0,0.447,0.494,Standard Zone
8442,WONTHAGGI ROAD,ROAD,Intersection,1,0,0,0,0,0,0,0,0.563,0,0.437,0.849,0.151,0,891,0.179,0.078,0.234,0.254,0.254,0.402,0.359,0.228,0.128,0.421,0.366,Standard Zone
13624,ARMOURS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.652,0,0.349,1,0,0,1082,0.178,0.137,0.106,0.4,0.178,0.456,0.469,0.095,0,0.145,0.836,Standard Zone
15976,HADDON SCHOOL ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,0.404,0,0,1,0,0,981,0.185,0.127,0.188,0.344,0.156,0.483,0.408,0.108,0,0.196,0.804,Standard Zone
3438,MAHERS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1085,0.269,0.071,0.312,0.263,0.085,0.381,0.59,0.049,0,0.134,0.834,Standard Zone
13522,LANDSBOROUGH STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.491,0.399,0.11,0.415,0.17,0.138,867,0.122,0.094,0.239,0.228,0.317,0.619,0.262,0.286,0.132,0.44,0.374,Standard Zone
2070,GRASSY GULLY ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0,0,1,1,0,0,944,0.205,0.098,0.198,0.337,0.163,0.442,0.407,0.134,0.022,0.189,0.743,Standard Zone
8348,HUNTER STREET,STREET,Intersection,0,0,0,0,0,0,0,0,1,0,0,0.982,0.018,0,852,0.128,0.121,0.153,0.318,0.28,0.491,0.246,0.246,0.093,0.476,0.338,Standard Zone
5100,PANORAMIC DRIVE,DRIVE,non-Intersection,0,0,,0,0,0,0,0,0.945,0.055,0,0.971,0,0.029,858,0.111,0.077,0.145,0.26,0.409,0.55,0.183,0.183,0.059,0.416,0.485,Standard Zone
7702,BAY STREET,STREET,Intersection,0,0,8,0,0,0,0.146,0,0.847,0.008,0,0.746,0.059,0.123,1037,0.122,0.059,0.229,0.27,0.321,0.576,0.303,0.076,0.069,0.429,0.461,Red Zone
7424,WOOLAMAI BEACH ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.864,0.136,0,0.972,0.028,0,988,0.24,0.089,0.286,0.271,0.114,0.375,0.457,0.164,0.015,0.365,0.61,Red Zone
12568,GRANT STREET,STREET,non-Intersection,0,0,1,0,0,0,0.289,0,0.526,0,0,0.498,0.192,0.31,877,0.038,0.109,0.1,0.233,0.519,0.577,0.218,0.128,0.147,0.554,0.245,Standard Zone
9322,WARRENHEIP ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,,,,,0.949,0,,997,0.205,0.141,0.194,0.318,0.142,0.313,0.538,0.113,0.015,0.215,0.75,Standard Zone
880,GISBORNE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,,,0.611,1,0,0,1046,0.257,0.124,0.262,0.246,0.111,0.227,0.68,0.052,0.028,0.101,0.844,Standard Zone
18170,PACIFIC DRIVE,DRIVE,Intersection,0,0,0,0,0,0,0,0,0.538,0.463,0,1,0,0,1077,0.272,0.083,0.236,0.272,0.137,0.391,0.486,0.101,0,0.323,0.652,Red Zone
12982,HENRIETTA STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.996,0.004,0,0.912,0.063,0.025,863,0.171,0.138,0.266,0.271,0.154,0.394,0.263,0.303,0.107,0.423,0.446,Standard Zone
13244,SMITH STREET,STREET,non-Intersection,0,0,6,0,0,0,0.607,0,0.393,0,0,0.759,0.09,0.115,984,0.145,0.092,0.192,0.289,0.282,0.433,0.346,0.164,0.115,0.416,0.428,Red Zone
16932,MURRAY STREET,STREET,Intersection,0,0,5,1,0,0,0.708,0,0.292,0,0,0.976,0.012,0,920,0.176,0.14,0.172,0.277,0.235,0.353,0.405,0.209,0.109,0.413,0.425,Red Zone
1496,SMITH STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0.81,0.19,0,0,0.726,0.274,0,913,0.248,0.101,0.244,0.154,0.253,0.353,0.39,0.279,0.1,0.361,0.503,Standard Zone
19638,SOUTH MAIN ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.985,0,1,0,0,1028,0.14,0.108,0.188,0.384,0.18,0.443,0.486,0.057,0,0.174,0.794,Standard Zone
13318,COLMAN STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.998,0.002,0,0.851,0.04,0.11,935,0.203,0.152,0.253,0.231,0.161,0.355,0.374,0.277,0.028,0.385,0.551,Standard Zone
17872,DAWSON DRIVE,DRIVE,non-Intersection,0,0,0,0,0,0,0,0.225,0.723,0,0.053,1,0,0,1022,0.27,0.104,0.282,0.224,0.121,0.377,0.457,0.12,0,0.205,0.795,Standard Zone
14854,DOBLE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,0,0.901,0,0,1,0,0,1046,0.219,0.151,0.175,0.359,0.096,0.309,0.67,0.031,0,0.11,0.862,Standard Zone
4458,WALKER STREET,STREET,Intersection,0,0,18,1,0,0,0.484,0,0.18,0.336,0,0.467,0.454,0.079,1011,0.151,0.097,0.29,0.29,0.172,0.51,0.286,0.153,0.07,0.43,0.475,Red Zone
3870,HENDY MAIN ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0.511,0,0.489,1,0,0,1097,0.301,0.123,0.301,0.242,0.033,0.208,0.76,0.031,0,0.079,0.871,Standard Zone
7688,MABILIA ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0.797,0.069,0.134,0.952,0.027,0,986,0.157,0.07,0.245,0.295,0.233,0.558,0.368,0.126,0.035,0.375,0.569,Standard Zone
17542,PURNELL STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.958,0.042,0,0.906,0.066,0,1038,0.183,0.07,0.183,0.315,0.249,0.483,0.384,0.119,0.057,0.368,0.536,Standard Zone
4272,WINCHELSEA-DEANS MARSH ROAD,ROAD,Intersection,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1052,0.205,0.114,0.198,0.295,0.188,0.482,0.447,0.094,0,0.103,0.869,Standard Zone
2424,MCLENNONS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.926,0.056,0,944,0.163,0.101,0.17,0.354,0.212,0.472,0.389,0.148,0.047,0.189,0.716,Standard Zone
6486,GROSSARD POINT ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.647,0.353,0,1,0,0,1015,0.125,0.043,0.128,0.345,0.359,0.595,0.329,0.038,0,0.449,0.517,Standard Zone
16766,CHILDERS CONNECTION ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.04,0.96,1,0,0,944,0.113,0.127,0.213,0.38,0.167,0.65,0.4,0.075,0,0.228,0.719,Standard Zone
16318,SELLS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.329,0.671,1,0,0,897,0.167,0.106,0.191,0.304,0.232,0.383,0.374,0.178,0.028,0.27,0.652,Standard Zone
15064,RESERVE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,,,,0.914,0.926,0.056,0,944,0.163,0.101,0.17,0.354,0.212,0.472,0.389,0.148,0.047,0.189,0.716,Standard Zone
2978,ROWES ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1071,0.237,0.16,0.225,0.28,0.099,0.374,0.53,0.048,0,0.157,0.815,Standard Zone
12634,MCCAY DRIVE,DRIVE,Intersection,0,0,6,1,0,0,0.327,0,0.33,0.343,0,0.498,0.192,0.31,877,0.038,0.109,0.1,0.233,0.519,0.577,0.218,0.128,0.147,0.554,0.245,Standard Zone
8050,WHITE ROAD,ROAD,Intersection,0,0,0,0,0,0,0.503,0,0.497,0,0,0.979,0.021,0,872,0.193,0.092,0.226,0.197,0.291,0.432,0.258,0.235,0.065,0.451,0.435,Standard Zone
8212,BASS HIGHWAY,HIGHWAY,non-Intersection,0,0,0,0,0,0,0,0,0.499,0,0.501,1,0,0,1015,0.25,0.097,0.235,0.267,0.151,0.349,0.481,0.16,0,0.13,0.87,Standard Zone
12366,RESERVOIR ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1044,0.218,0.143,0.266,0.26,0.112,0.41,0.469,0.111,0,0.202,0.78,Standard Zone
17592,KANGAROO WAY,WAY,non-Intersection,0,0,0,0,0,0,0,0,0.645,0,0.355,0.98,0,0.021,846,0.14,0.06,0.183,0.258,0.359,0.549,0.204,0.204,0.067,0.421,0.462,Standard Zone
4468,BRISTOL ROAD,ROAD,Intersection,0,0,12,1,0,0,0.554,0,0.412,0.034,0,0.467,0.454,0.079,1011,0.151,0.097,0.29,0.29,0.172,0.51,0.286,0.153,0.07,0.43,0.475,Red Zone
3364,HAMILTON HIGHWAY,HIGHWAY,non-Intersection,1,0,0,0,0,0,0,0,0.222,0,0.778,1,0,0,1085,0.269,0.071,0.312,0.263,0.085,0.381,0.59,0.049,0,0.134,0.834,Standard Zone
2920,DONALDSON ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0.396,0,0.604,0.984,0,0.016,964,0.233,0.106,0.268,0.274,0.118,0.34,0.547,0.113,0,0.17,0.787,Standard Zone
12248,LONGWARRY-DROUIN ROAD,ROAD,Intersection,0,0,2,0,0,0,0,0.183,0.817,0,0,0.98,0,0.02,926,0.248,0.119,0.296,0.23,0.106,0.369,0.406,0.206,0.03,0.239,0.697,Red Zone
3460,PHILLIPS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.982,0.018,0,980,0.206,0.101,0.266,0.282,0.145,0.391,0.461,0.133,0.031,0.267,0.702,Standard Zone
11776,MOE-RAWSON ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0,0.879,0.121,0.969,0,,938,0.145,0.072,0.163,0.404,0.217,0.5,0.372,0.077,0.067,0.215,0.696,Standard Zone
16148,BUNGAREE-WALLACE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.974,0,0.026,997,0.176,0.126,0.187,0.338,0.173,0.344,0.438,0.156,0,0.164,0.812,Standard Zone
13850,ROLLO STREET,STREET,non-Intersection,0,1,6,0,0,0,0.668,0,0.017,0,0.315,0.894,0.088,0,917,0.18,0.123,0.185,0.31,0.203,0.433,0.394,0.154,0.059,0.345,0.544,Red Zone
17440,PIER ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,0.734,,,904,0.114,0.083,0.141,0.332,0.33,0.592,0.243,0.175,0.06,0.324,0.533,Standard Zone
10796,GOLDEN LAKE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,897,0.167,0.106,0.191,0.304,0.232,0.383,0.374,0.178,0.028,0.27,0.652,Standard Zone
6060,SOLENT STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.475,0.525,0,0.976,0.024,0,945,0.113,0.044,0.16,0.331,0.352,0.615,0.181,0.121,0.024,0.464,0.488,Standard Zone
3620,HENDY MAIN ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1056,0.19,0.118,0.177,0.329,0.186,0.425,0.48,0.123,0,0.1,0.9,Standard Zone
17560,BRUCE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.677,0.323,0,1,0,0,1050,0.106,0.058,0.111,0.314,0.411,0.678,0.271,0.068,0.037,0.305,0.659,Standard Zone
16600,BOX ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1003,0.193,0.09,0.22,0.307,0.19,0.437,0.529,0.035,0,0.132,0.868,Standard Zone
5434,GREAT OCEAN ROAD,ROAD,non-Intersection,0,0,1,0,0,0,0,0,0.537,0.463,0,0.767,0.05,0.144,1052,0.13,0.05,0.176,0.296,0.348,0.607,0.316,0.077,0.055,0.38,0.545,Standard Zone
3468,MCCALLUM ROAD,ROAD,non-Intersection,0,0,1,0,0,0,0,0,0.006,0.08,0.914,0.982,0.018,0,980,0.206,0.101,0.266,0.282,0.145,0.391,0.461,0.133,0.031,0.267,0.702,Standard Zone
470,GREENDALE-TRENTHAM ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,0,0.521,0,1,0,0,1042,0.145,0.131,0.209,0.348,0.167,0.457,0.424,0.054,0,0.122,0.852,Standard Zone
14266,OLD THORPDALE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1037,0.211,0.068,0.177,0.343,0.2,0.571,0.455,0.052,0,0.204,0.796,Standard Zone
15262,BURKE STREET,STREET,Intersection,0,1,0,0,0,0,0,0,0.954,0.046,0,0.415,0.17,0.138,867,0.122,0.094,0.239,0.228,0.317,0.619,0.262,0.286,0.132,0.44,0.374,Red Zone
3042,CRESSY-SHELFORD ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.971,0,,963,0.134,0.102,0.198,0.303,0.263,0.395,0.387,0.235,0.017,0.239,0.682,Standard Zone
17306,DURHAM STREET,STREET,non-Intersection,0,0,0,0,0,0,,0,0.721,0,0,1,0,0,1027,0.28,0.169,0.251,0.235,0.066,0.206,0.67,0.124,0,0.224,0.776,Standard Zone
18176,LONG POINT ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.965,0.035,0,1017,0.121,0.148,0.189,0.351,0.192,0.423,0.505,0.052,0,0.118,0.853,Standard Zone
13052,WESTERN PARK DRIVE,DRIVE,Intersection,0,0,3,0,0,0,0,0,1,0,0,0.912,0.063,0.025,863,0.171,0.138,0.266,0.271,,0.394,0.263,0.303,0.107,0.423,0.446,Standard Zone
4632,BELL STREET,STREET,Intersection,0,0,8,0,0,0,0,0,0.963,0.037,0,0.663,0.234,0.103,1054,0.128,0.07,0.252,0.273,0.277,0.588,0.324,0.088,0.079,0.424,0.48,Red Zone
4868,WENSLEYDALE STATION ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.04,0.96,0.973,0,,1050,0.199,0.091,0.182,0.354,0.174,0.482,0.42,0.111,0,0.33,0.642,Standard Zone
6440,BOAT CREEK ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.675,0.326,0,1,0,0,1015,0.125,0.043,0.128,0.345,0.359,0.595,0.329,0.038,0,0.449,0.517,Standard Zone
10142,WOODEN TOWER ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,969,0.174,0.132,0.272,0.296,0.125,0.39,0.416,0.065,0,0.229,0.724,Standard Zone
15438,RIVER ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.609,0.391,0,1,0,0,1086,0.107,0.124,0.144,0.373,0.251,0.5,0.344,0.104,0,0.312,0.688,Standard Zone
18768,BASS HIGHWAY,HIGHWAY,non-Intersection,0,0,0,0,0,0,0.491,0,0.492,0,0.017,0.952,0.027,0,986,0.157,0.07,0.245,0.295,0.233,0.558,0.368,0.126,0.035,0.375,0.569,Standard Zone
7014,GEMMA STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.987,0,0.013,1,0,0,967,0.217,0.07,0.251,0.282,0.181,0.365,0.427,0.182,0.03,0.392,0.537,Standard Zone
17244,WEST AREA ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.203,0.734,0,0.349,0.339,0.014,730,0.041,0.023,0.059,0.23,0.647,0.629,0.129,0.29,0.29,0.477,0.131,Standard Zone
17472,RACECOURSE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1019,0.203,0.068,0.192,0.387,0.149,0.426,0.409,0.157,0,0.119,0.828,Standard Zone
3028,BROCKS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.976,0,,1016,0.201,0.114,0.245,0.281,0.159,0.36,0.51,0.12,0,0.135,0.841,Standard Zone
4374,BEACH ROAD,ROAD,Intersection,0,0,0,0,0,0,0,0.447,0.469,0,0,0.941,0.052,0,1082,0.279,0.076,0.325,0.178,0.142,0.325,0.529,0.14,0.021,0.242,0.711,Red Zone
10990,COLAC-BALLARAT ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0,0.415,0.585,1,0,0,1001,0.185,0.102,0.195,0.348,0.169,0.505,0.361,0.103,0,0.178,0.785,Standard Zone
8840,MOONAH STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,0.955,0,,982,0.112,0.067,0.176,0.275,0.37,0.563,0.277,0.089,0.06,0.393,0.514,Standard Zone
14642,DENHOLMS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1028,0.14,0.108,0.188,0.384,0.18,0.443,0.486,0.057,0,0.174,0.794,Standard Zone
16930,MURRAY STREET,STREET,Intersection,0,0,4,1,0,0,1,0,0,0,0,0.976,0.012,0,920,0.176,0.14,0.172,0.277,0.235,0.353,0.405,0.209,0.109,0.413,0.425,Red Zone
9536,ROSS CREEK-HADDON ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,0.347,0,0,1,0,0,978,0.206,0.126,0.215,0.318,0.135,0.398,0.5,0.093,0.021,0.172,0.786,Standard Zone
12630,BULN BULN ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,0.941,0.027,0.033,981,0.204,0.098,0.244,0.236,0.218,0.472,0.366,0.167,0.024,0.357,0.58,Standard Zone
7342,ANDERSON STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.674,0.326,0,0.791,0.192,0,1004,0.174,0.046,0.219,0.333,0.228,0.567,0.333,0.092,0.016,0.353,0.565,Standard Zone
10910,INCOLLS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1001,0.185,0.102,0.195,0.348,0.169,0.505,0.361,0.103,0,0.178,0.785,Standard Zone
10794,ITALIAN GULLY ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,0,0.137,0.509,1,0,0,915,0.157,0.126,0.233,0.332,0.153,0.54,0.342,0.171,0.04,0.24,0.64,Standard Zone
7722,KILCUNDA RIDGE ROAD,ROAD,non-Intersection,1,0,1,0,0,0,0.187,0,0.793,0.02,0,0.952,0.027,0,986,0.157,0.07,0.245,0.295,0.233,0.558,0.368,0.126,0.035,0.375,0.569,Standard Zone
9058,CLARKES ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.496,0.504,0.86,,,1080,0.254,0.084,0.297,0.268,0.098,0.397,0.549,0.044,0,0.093,0.885,Standard Zone
15634,OCEAN ROAD,ROAD,non-Intersection,0,0,3,0,0,0,0,0,0.592,0.408,0,0.746,0.059,0.123,1037,0.122,0.059,0.229,0.27,0.321,0.576,0.303,0.076,0.069,0.429,0.461,Standard Zone
9050,BUNGAREE-CRESWICK ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1025,0.175,0.099,0.222,0.326,0.178,0.441,0.514,0.099,0,0.143,0.827,Standard Zone
18564,OLD BASE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.195,0.805,1,0,0,1049,0.201,0.108,0.204,0.341,0.146,0.432,0.484,0.053,0,0.115,0.885,Standard Zone
4150,WENSLEYDALE STATION ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1061,0.175,0.143,0.161,0.37,0.152,0.402,0.492,0.05,0,0.157,0.817,Standard Zone
1860,ANGEES ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,944,0.189,0.111,0.194,0.311,0.194,0.402,0.435,0.207,0,0.225,0.733,Standard Zone
9422,DONNELLANS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,,,0.757,0.974,0,0.026,997,0.176,0.126,0.187,0.338,0.173,0.344,0.438,0.156,0,0.164,0.812,Standard Zone
